Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureRoleRatio,PromotionLag,CompPercentile,SatisfactionIndex,IncomeExpRatio
0.4463504035345031,1,Travel_Rarely,0.7425265337769018,Sales,-1.0109093429124179,-0.8916882501868245,Life Sciences,0.0,-1.701282951740758,-0.6605306743650393,0,1.3831382668932737,0.3796721288811475,-0.05778754527941421,Sales Executive,1.1532535902386967,Single,-0.10834951351067117,0.7260199409380492,2.1251359240839385,Y,1,-1.1505541015749308,-0.42623001504290287,-1.584178240646517,0.0,-0.9320143892374165,-0.42164245835933756,-2.171981830933257,-2.4938204216722384,-0.16461310905422863,-0.063295899399149,-0.6791456840737199,0.24583399463483546,0.3845131154062425,0.5145325750194912,0.4601226993865031,-0.8963189366112745,0.2569701209225285
1.3223652142096962,0,Travel_Frequently,-1.2977746019136118,Research & Development,-0.14714972001373974,-1.8684257522543597,Life Sciences,0.0,-1.699621324042693,0.2546249253678617,1,-0.2406767700620191,-1.0261667362455194,-0.05778754527941421,Research Scientist,-0.6608531809232983,Married,-0.29171858995657424,1.4888761391146892,-0.6780493930322936,Y,0,2.1293060069870897,2.346151056253851,1.1914379855160337,0.0,0.24198831185855807,-0.16451140099023315,0.1557070814399298,0.33809616377248186,0.48850772848886465,0.7649976209279952,-0.3687152874355457,0.8065414765793012,1.5659887783032955,0.8572230159244103,0.9246575342465754,0.2808264734332698,1.7732423905009065
0.008342998196906572,1,Travel_Rarely,1.4143632382387843,Research & Development,-0.8875151110697495,-0.8916882501868245,Other,0.0,-1.6962980686465632,1.1697805251007627,1,1.2847252343505287,-1.0261667362455194,-0.9614863916702531,Laboratory Technician,0.24620020465769926,Single,-0.9376536912260358,-1.6748408610979753,1.3242258334793007,Y,1,-0.057267398720923963,-0.42623001504290287,-0.6589728319256667,0.0,-0.9320143892374165,-0.5502079870438897,0.1557070814399298,0.33809616377248186,-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,1.020443074067687,-0.46514868129514875,0.09266409266409266,0.2737760154013193,1.7041804432243544
-0.42966440714069,0,Travel_Frequently,1.4614661806180305,Research & Development,-0.7641208792270812,1.0617867539482457,Life Sciences,0.0,-1.6946364409484982,1.1697805251007627,0,-0.4867093514188816,0.3796721288811475,-0.9614863916702531,Research Scientist,0.24620020465769926,Married,-0.7636336754564013,1.2432105837696696,-0.6780493930322936,Y,1,-1.1505541015749308,-0.42623001504290287,0.26623257679518353,0.0,-0.9320143892374165,-0.42164245835933756,0.1557070814399298,0.33809616377248186,0.16194730971731802,0.7649976209279952,0.2521455058408027,-1.1559347102263289,4.7237439279683775,-0.09019819612348468,0.5136986301369864,0.5050773675815319,1.8110929303177707
-1.0866755151470848,0,Travel_Rarely,-0.5242947060017769,Research & Development,-0.8875151110697495,-1.8684257522543597,Medical,0.0,-1.6913131855523684,-1.5756862740979403,1,-1.2740136117608418,0.3796721288811475,-0.9614863916702531,Laboratory Technician,-0.6608531809232983,Married,-0.6448581091374443,0.3258998974213038,2.5255909693862573,Y,0,-0.8772324258614291,-0.42623001504290287,1.1914379855160337,0.0,0.24198831185855807,-0.678773515728442,0.1557070814399298,0.33809616377248186,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,0.7526795019069114,-0.7594490557999504,0.637065637065637,-0.1767513264331807,0.9500342812365027
-0.5391662584750891,0,Travel_Frequently,0.5020536174196967,Research & Development,-0.8875151110697495,-0.8916882501868245,Life Sciences,0.0,-1.6896515578543037,1.1697805251007627,1,0.645040522822686,0.3796721288811475,-0.9614863916702531,Laboratory Technician,1.1532535902386967,Single,-0.7298495698307945,-0.34419928329096944,-1.0785044383346125,Y,0,-0.6039107501479274,-0.42623001504290287,0.26623257679518353,0.0,-0.9320143892374165,-0.42164245835933756,-0.6201892226844657,-1.0778621289498782,-0.0013328996684553085,0.7649976209279952,0.2521455058408027,0.5261877356070683,-573.9348872481509,-0.253478405509258,0.5366795366795367,0.3778511407961912,1.7309679216621794
2.4173837275536876,0,Travel_Rarely,1.2928872289449382,Research & Development,-0.7641208792270812,0.08504925188071055,Medical,0.0,-1.6863283024581739,0.2546249253678617,0,0.743453555365431,1.7855109940078144,-0.9614863916702531,Laboratory Technician,-1.5679065665042957,Married,-0.814416073220678,-0.6112270608399039,0.523315742874663,Y,1,1.3093409798465847,2.346151056253851,-1.584178240646517,0.0,2.5899937140505074,0.09261965637887129,0.1557070814399298,-1.0778621289498782,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,1.1902858411509638,-0.3018684719093754,0.4092664092664093,-0.9938305026832074,-8.793123458472097
-0.7581699611438873,0,Travel_Rarely,1.3771767047814845,Research & Development,1.827157989468953,-1.8684257522543597,Life Sciences,0.0,-1.684666674760109,1.1697805251007627,1,0.05456232756621595,0.3796721288811475,-0.9614863916702531,Laboratory Technician,0.24620020465769926,Divorced,-0.8095290642308104,-0.1374635670938734,-0.6780493930322936,Y,0,1.855984331273588,2.346151056253851,-0.6589728319256667,0.0,0.24198831185855807,-1.3216011591512031,-0.6201892226844657,0.33809616377248186,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,1.1902858411509638,-0.3018684719093754,0.416988416988417,0.2737760154013193,0.6125365876273364
0.11784484953130571,0,Travel_Frequently,-1.4539580424342708,Research & Development,1.7037637576262845,0.08504925188071055,Life Sciences,0.0,-1.683005047062044,1.1697805251007627,1,-1.0771875466753518,-1.0261667362455194,0.8459113011114247,Manufacturing Director,0.24620020465769926,Single,0.6423375630633446,-0.7766437419846911,-1.0785044383346125,Y,0,1.5826626555600865,2.346151056253851,-0.6589728319256667,0.0,-0.9320143892374165,-0.16451140099023315,-0.6201892226844657,0.33809616377248186,0.32522751910309133,0.7649976209279952,-0.3687152874355457,1.086895217551534,2.352192160853106,0.693942806538637,0.7517241379310344,0.2737760154013193,-3.90451700731355
-0.10115885313749257,0,Travel_Rarely,1.230909673182772,Research & Development,2.197340684996958,0.08504925188071055,Medical,0.0,-1.6813434193639791,0.2546249253678617,1,1.3831382668932737,0.3796721288811475,-0.05778754527941421,Healthcare Representative,0.24620020465769926,Married,-0.2689833742211031,0.31817014596593995,1.3242258334793007,Y,0,-0.6039107501479274,-0.42623001504290287,-0.6589728319256667,0.0,1.4159910129545328,0.7354472998016324,0.1557070814399298,-1.0778621289498782,-0.0013328996684553085,0.7649976209279952,1.4938670923934996,0.8065414765793012,-573.9348872481509,-1.495199992061955,0.19083969465648856,-0.309002457712496,-0.3657411949077171
